DebugName, OpType, SelectedBackend, backend_0, backend_1, backend_2, backend_3, est_time_0, est_time_1, est_time_2, est_time_3, invalid_0, invalid_1, invalid_2, invalid_3, 
ios16.relu:112:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0025088, 0.0025088, 0.0025088, 0.0025088, , , , 
ios17.conv:113:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002728360178753178, 0.03798233603605937, 0.04368798431554409, 0.01044691718927711, , , , 
ios16.relu:114:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0025088, 0.0025088, 0.0025088, 0.0025088, , , , 
ios17.conv:115:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.004028484203654777, 0.0808235169207504, 0.09296470511301537, 0.03265371553018763, , , , 
ios17.conv:116:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.004037397939365064, 0.08100235328514618, 0.09317040600939976, 0.0327259676665944, , , , 
ios16.relu:117:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0025088, 0.0025088, 0.0025088, 0.0025088, , , , 
ios16.avg_pool:118:12, ios16.avg_pool, "ane", ane, bnns, classic_cpu, mps_graph, 0.001755762187873616, 0.002106914720004125, 0.002106914720004125, 0.001755762187873616, , , , 
ios17.conv:119:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.005869291880542324, 0.08170820635651886, 0.09398228782889746, 0.02247357468167665, , , , 
ios17.transpose:120:12, ios17.transpose, "ane", ane, bnns, classic_cpu, mps_graph, 6.479396405050814e-05, 6.891392668743726e-05, 7.926607160761697e-05, 5.680232466005728e-05, , , , 
ios17.squeeze:121:12, ios17.squeeze, "ane", ane, bnns, classic_cpu, mps_graph, 5.494803190231323e-05, 6.593764124197753e-05, 6.593764124197753e-05, 5.494803190231323e-05, , , , 
ios16.softmax:122:12, ios16.softmax, "ane", ane, bnns, classic_cpu, mps_graph, 5.489324822145349e-05, 6.58719008219955e-05, 6.58719008219955e-05, 5.489324822145349e-05, , , , 
ios17.cast:123:12, ios17.cast, "classic_cpu", , bnns, classic_cpu, mps_graph, , 9.870924060302019e-05, 9.870924060302019e-05, 8.225769681089065e-05, Invalid output tensor format: fp32, , , 
